gene_callers_id	source	accession	function	e_value
1143	KEGG_BRITE	ko00001!!!ko01000!!!ko03400	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03440 Homologous recombination [PATH:ko03440]!!!Enzymes>>>5. Isomerases>>>5.6  Isomerases altering macromolecular conformation>>>5.6.2  Enzymes altering nucleic acid conformation>>>5.6.2.4  DNA 3'-5' helicase!!!DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>HR (homologous recombination)>>>RecFOR pathway proteins	0.0
1143	Pfam	PF00270.36	DEAD/DEAH box helicase	2.5e-25
1143	Pfam	PF00271.38	Helicase conserved C-terminal domain	1.3e-26
1143	Pfam	PF19833.5	ATP-dependent DNA helicase RecG, domain 3, C-terminal	5.3e-11
1143	Pfam	PF17191.11	RecG wedge domain	1.3e-20
1143	Pfam	PF04851.22	Type III restriction enzyme, res subunit	1.1e-13
1144	prodigal	WP_001548538.1	transcription factor FapR (fapR)	0
1144	GENBANK_LOCUS_TAG	SAUSA300_RS06065	SAUSA300_RS06065	0
1144	COG24_FUNCTION	COG2050	Acyl-CoA thioesterase PaaI, contains HGG motif (PaaI) (PDB:1PSU)	1.03e-128
1144	COG24_CATEGORY	Q	Secondary metabolites biosynthesis, transport and catabolism	0
1144	Pfam	PF03061.29	Thioesterase superfamily	8.9e-07
1145	prodigal	WP_000239744.1	phosphate acyltransferase PlsX (plsX)	0
1145	GENBANK_LOCUS_TAG	SAUSA300_RS06070	SAUSA300_RS06070	0
1145	COG24_FUNCTION	COG0416	Acyl-ACP:phosphate acyltransferase (fatty acid/phospholipid biosynthesis) (PlsX) (PDB:2GK3) (PUBMED:18992246)	2.01e-222
1145	COG24_CATEGORY	I	Lipid transport and metabolism	0
1145	KOfam	K03621	phosphate acyltransferase [EC:2.3.1.274]	1.5e-137
1145	KEGG_BRITE	ko00001!!!ko01000!!!ko01004	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00561 Glycerolipid metabolism [PATH:ko00561]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.274  phosphate acyltransferase!!!Lipid biosynthesis proteins>>>Phospholipid acyltransferase>>>GPAT	0.0
1145	Pfam	PF02504.21	Fatty acid synthesis protein	7.9e-112
1146	prodigal	WP_000047348.1	ACP S-malonyltransferase (fabD)	0
1146	GENBANK_LOCUS_TAG	SAUSA300_RS06075	SAUSA300_RS06075	0
1146	COG24_FUNCTION	COG0331	Malonyl CoA-acyl carrier protein transacylase (FabD) (PDB:1YXC)	3.21e-218
1146	COG24_CATEGORY	I	Lipid transport and metabolism	0
1146	COG24_PATHWAY	COG0331	Fatty acid biosynthesis	3.21e-218
1146	KOfam	K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	2.5e-107
1146	KEGG_Module	M00082!!!M00873!!!M00874!!!M00885!!!M00886	Fatty acid biosynthesis, initiation!!!Fatty acid biosynthesis in mitochondria, animals!!!Fatty acid biosynthesis in mitochondria, fungi!!!Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)!!!Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)	0.0
1146	KEGG_Class	M00082!!!M00873!!!M00874!!!M00885!!!M00886	Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Lipid metabolism; Fatty acid metabolism	0.0
1146	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko01004	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00061 Fatty acid biosynthesis [PATH:ko00061]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00074 Mycolic acid biosynthesis [PATH:ko00074]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00333 Prodigiosin biosynthesis [PATH:ko00333]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.39  [acyl-carrier-protein] S-malonyltransferase!!!Lipid biosynthesis proteins>>>Fatty acid synthase>>>Component type	0.0
1146	Pfam	PF00698.27	Acyl transferase domain	9.3e-38
1147	prodigal	WP_000167269.1	3-oxoacyl-[acyl-carrier-protein] reductase (fabG)	0
1147	GENBANK_LOCUS_TAG	SAUSA300_RS06080	SAUSA300_RS06080	0
1147	COG24_FUNCTION	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)	5.78e-164
1147	COG24_CATEGORY	I	Lipid transport and metabolism	0
1147	COG24_PATHWAY	COG1028	Fatty acid biosynthesis	5.78e-164
1147	KOfam	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	2.1e-114
1147	KEGG_Module	M00083!!!M00874!!!M00572	Fatty acid biosynthesis, elongation!!!Fatty acid biosynthesis in mitochondria, fungi!!!Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	0.0
1147	KEGG_Class	M00083!!!M00874!!!M00572	Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
1147	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko01004	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00061 Fatty acid biosynthesis [PATH:ko00061]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00780 Biotin metabolism [PATH:ko00780]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00333 Prodigiosin biosynthesis [PATH:ko00333]!!!Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.1  With NAD+ or NADP+ as acceptor>>>1.1.1.100  3-oxoacyl-[acyl-carrier-protein] reductase!!!Lipid biosynthesis proteins>>>Fatty acid synthase>>>Component type	0.0
1147	Pfam	PF00106.32	short chain dehydrogenase	4e-67
1147	Pfam	PF13561.13	Enoyl-(Acyl carrier protein) reductase	2.3e-71
1147	Pfam	PF01370.28	NAD dependent epimerase/dehydratase family	5.2e-06
1147	Pfam	PF08659.17	KR domain	1.3e-24
1148	prodigal	WP_000426914.1	acyl carrier protein	0
1148	GENBANK_LOCUS_TAG	SAUSA300_RS06090	SAUSA300_RS06090	0
1148	COG24_FUNCTION	COG0236	Acyl carrier protein (AcpP) (PDB:1ACP)	1.02e-45
1148	COG24_CATEGORY	I	Lipid transport and metabolism	0
1148	COG24_PATHWAY	COG0236	Fatty acid biosynthesis	1.02e-45
1148	KOfam	K02078	acyl carrier protein	1e-28
1148	KEGG_Module	M00885!!!M00886!!!M00848	Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)!!!Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)!!!Aurachin biosynthesis, anthranilate => aurachin A	0.0
1148	KEGG_Class	M00885!!!M00886!!!M00848	Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Lipid metabolism; Fatty acid metabolism!!!Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics	0.0
1148	KEGG_BRITE	ko00001!!!ko00001!!!ko00001	KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00061 Fatty acid biosynthesis [PATH:ko00061]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00074 Mycolic acid biosynthesis [PATH:ko00074]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00998 Biosynthesis of various antibiotics [PATH:ko00998]	0.0
1148	Pfam	PF00550.32	Phosphopantetheine attachment site	1e-17
1149	prodigal	WP_000043237.1	ribonuclease III (rnc)	0
1149	GENBANK_LOCUS_TAG	SAUSA300_RS06095	SAUSA300_RS06095	0
1149	COG24_FUNCTION	COG0571	dsRNA-specific ribonuclease (Rnc) (PDB:1DI2)	8.99e-172
1149	COG24_CATEGORY	K	Transcription	0
1149	KOfam	K03685	ribonuclease III [EC:3.1.26.3]	5.5e-75
1149	KEGG_BRITE	ko00001!!!ko01000!!!ko03019!!!ko03009!!!ko03009!!!ko03036	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03008 Ribosome biogenesis in eukaryotes [PATH:ko03008]!!!Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.26  Endoribonucleases producing 5'-phosphomonoesters>>>3.1.26.3  ribonuclease III!!!Messenger RNA biogenesis>>>Prokaryotic type>>>Bacterial mRNA degradation factors>>>RNA degradosome components>>>Ribonucreases!!!Ribosome biogenesis>>>Prokaryotic type>>>rRNA processing factors!!!Ribosome biogenesis>>>Eukaryotic type>>>90S particles>>>RNase!!!Chromosome and associated proteins>>>Eukaryotic type>>>Gene silencing>>>microRNA pathway>>>Microprocessor complex	0.0
1149	Pfam	PF00035.33	Double-stranded RNA binding motif	1.1e-18
1149	Pfam	PF00636.32	Ribonuclease III domain	2.6e-27
1149	Pfam	PF14622.12	Ribonuclease-III-like	3.1e-38
1149	Pfam	PF22935.2	Large ribosomal subunit protein mL44, endonuclease domain	1.2e-08
1150	prodigal	WP_000262704.1	chromosome segregation protein SMC (smc)	0
1150	GENBANK_LOCUS_TAG	SAUSA300_RS06100	SAUSA300_RS06100	0
1150	COG24_FUNCTION	COG1196	Chromosome segregation ATPase Smc (Smc) (PDB:5XG3)	0
1150	COG24_CATEGORY	D	Cell cycle control, cell division, chromosome partitioning	0
1150	KOfam	K03529	chromosome segregation protein	0
1150	KEGG_BRITE	ko03036	Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Condensin-like complex	0.0
1150	Pfam	PF13175.13	AAA ATPase domain	5.4e-12
1150	Pfam	PF13304.13	AAA domain, putative AbiEii toxin, Type IV TA system	5.5e-09
1150	Pfam	PF13476.13	AAA domain	3.6e-22
1150	Pfam	PF13555.13	P-loop containing region of AAA domain	4.5e-08
1150	Pfam	PF06470.19	SMC proteins Flexible Hinge Domain	3.2e-33
1150	Pfam	PF02463.26	RecF/RecN/SMC N terminal domain	8.5e-64
1151	prodigal	WP_000007683.1	signal recognition particle-docking protein FtsY (ftsY)	0
1151	GENBANK_LOCUS_TAG	SAUSA300_RS06105	SAUSA300_RS06105	0
1151	COG24_FUNCTION	COG0552	Signal recognition particle GTPase FtsY (FtsY) (PDB:4AK9)	1.16e-286
1151	COG24_CATEGORY	U	Intracellular trafficking, secretion, and vesicular transport	0
1151	COG24_PATHWAY	COG0552	Sec pathway	1.16e-286
1151	KOfam	K03110	fused signal recognition particle receptor	4.3e-154
1151	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko02044	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09123 Folding, sorting and degradation>>>03060 Protein export [PATH:ko03060]!!!KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>03070 Bacterial secretion system [PATH:ko03070]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Secretion system>>>Sec (secretion) system>>>Prokaryotic Sec-SRP core components	0.0
1151	Pfam	PF00448.29	SRP54-type protein, GTPase domain	3.7e-82
1151	Pfam	PF02881.25	SRP54-type protein, helical bundle domain	3.8e-14
1152	prodigal	WP_000531320.1	putative DNA-binding protein	0
1152	GENBANK_LOCUS_TAG	SAUSA300_RS06110	SAUSA300_RS06110	0
1152	COG24_FUNCTION	COG2739	Predicted DNA-binding protein YlxM, UPF0122 family (YlxM) (PDB:1S7O)	1.17e-57
1152	COG24_CATEGORY	K	Transcription	0
1152	KOfam	K09787	uncharacterized protein	1.4e-40
1152	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	0.0
1152	Pfam	PF04545.23	Sigma-70, region 4	5.8e-08
1152	Pfam	PF08281.19	Sigma-70, region 4	6.3e-08
1152	Pfam	PF04297.21	Putative helix-turn-helix protein, YlxM / p13 like	6.2e-43
1153	prodigal	WP_000863479.1	signal recognition particle protein (ffh)	0
1153	GENBANK_LOCUS_TAG	SAUSA300_RS06115	SAUSA300_RS06115	0
1153	COG24_FUNCTION	COG0541	Signal recognition particle GTPase Srp/Ffh (Srp) (PDB:2V3C)	1.28e-312
1153	COG24_CATEGORY	U	Intracellular trafficking, secretion, and vesicular transport	0
1153	COG24_PATHWAY	COG0541	Sec pathway	1.28e-312
1153	KOfam	K03106	signal recognition particle subunit SRP54 [EC:3.6.5.4]	1.8e-203
1153	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000!!!ko02044!!!ko02044	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09123 Folding, sorting and degradation>>>03060 Protein export [PATH:ko03060]!!!KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>03070 Bacterial secretion system [PATH:ko03070]!!!KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Enzymes>>>3. Hydrolases>>>3.6  Acting on acid anhydrides>>>3.6.5  Acting on GTP to facilitate cellular and subcellular movement>>>3.6.5.4  signal-recognition-particle GTPase!!!Secretion system>>>Sec (secretion) system>>>Prokaryotic Sec-SRP core components!!!Secretion system>>>Sec (secretion) system>>>Eukaryotic Sec-SRP protein	0.0
1153	Pfam	PF00448.29	SRP54-type protein, GTPase domain	4.8e-78
1153	Pfam	PF02881.25	SRP54-type protein, helical bundle domain	1.5e-23
1153	Pfam	PF02978.27	Signal peptide binding domain	1.8e-48
1153	Pfam	PF06414.19	Zeta toxin	8.1e-07
1154	prodigal	WP_000268754.1	30S ribosomal protein S16 (rpsP)	0
1154	GENBANK_LOCUS_TAG	SAUSA300_RS06120	SAUSA300_RS06120	0
1154	COG24_FUNCTION	COG0228	Ribosomal protein S16 (RpsP) (PDB:4V4H)	3.6e-59
1154	COG24_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1154	COG24_PATHWAY	COG0228	Ribosome 30S subunit	3.6e-59
1154	KOfam	K02959	small subunit ribosomal protein S16	1e-42
1154	KEGG_BRITE	ko00001!!!ko03011!!!ko03011	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Small subunit!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Small subunit	0.0
1154	Pfam	PF00886.25	Ribosomal protein S16	2e-26
1155	prodigal	WP_001261987.1	ribosome maturation factor RimM (rimM)	0
1155	GENBANK_LOCUS_TAG	SAUSA300_RS06125	SAUSA300_RS06125	0
1155	COG24_FUNCTION	COG0806	Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing (RimM) (PDB:2QGG) (PUBMED:27382067)	4.05e-117
1155	COG24_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1155	COG24_PATHWAY	COG0806	16S rRNA modification	4.05e-117
1155	KOfam	K02860	16S rRNA processing protein RimM	1.8e-59
1155	KEGG_BRITE	ko03009	Ribosome biogenesis>>>Prokaryotic type>>>ribosomal protein modification factors	0.0
1155	Pfam	PF05239.22	PRC-barrel domain	6.5e-17
1155	Pfam	PF24986.2	RimM PRC barrel domain	9.8e-19
1155	Pfam	PF01782.25	RimM N-terminal domain	2.1e-26
1156	prodigal	WP_000687328.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD (trmD)	0
1156	GENBANK_LOCUS_TAG	SAUSA300_RS06130	SAUSA300_RS06130	0
1156	COG24_FUNCTION	COG0336	tRNA G37 N-methylase TrmD (TrmD) (PDB:1P9P)	4.49e-182
1156	COG24_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1156	COG24_PATHWAY	COG0336	tRNA modification	4.49e-182
1156	KOfam	K00554	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	1.5e-120
1156	KEGG_BRITE	ko01000!!!ko03016	Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.228  tRNA (guanine37-N1)-methyltransferase!!!Transfer RNA biogenesis>>>Prokaryotic type>>>tRNA modification factors>>>Methyltransferases	0.0
1156	Pfam	PF01746.27	tRNA (Guanine-1)-methyltransferase TrmD	1.2e-100
1157	prodigal	WP_000181404.1	50S ribosomal protein L19 (rplS)	0
1157	GENBANK_LOCUS_TAG	SAUSA300_RS06135	SAUSA300_RS06135	0
1157	COG24_FUNCTION	COG0335	Ribosomal protein L19 (RplS) (PDB:1VS6_BP) (PUBMED:27941785)	1.51e-74
1157	COG24_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1157	COG24_PATHWAY	COG0335	Ribosome 50S subunit	1.51e-74
1157	KOfam	K02884	large subunit ribosomal protein L19	2.1e-56
1157	KEGG_BRITE	ko00001!!!ko03011!!!ko03011	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Large subunit!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Large subunit	0.0
1157	Pfam	PF01245.27	Ribosomal protein L19	3e-53
1158	prodigal	WP_000915229.1	lipoteichoic acid-specific glycosyltransferase YfhO (yfhO)	0
1158	GENBANK_LOCUS_TAG	SAUSA300_RS06145	SAUSA300_RS06145	0
1158	COG24_FUNCTION	COG4485	Uncharacterized membrane protein YfhO (YfhO)	0
1158	COG24_CATEGORY	S	Function unknown	0
1158	KOfam	K25619	lipoteichoic acid glycosylation protein	6.9e-289
1158	KEGG_BRITE	ko00001!!!ko01003	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00552 Teichoic acid biosynthesis [PATH:ko00552]!!!Glycosyltransferases>>>Polysaccharide>>>Bacterial polysaccharide (excluding LPS)	0.0
1158	Pfam	PF09586.17	Bacterial membrane protein YfhO	4.4e-187
1159	prodigal	WP_000236722.1	ribosome biogenesis GTPase YlqF (ylqF)	0
1159	GENBANK_LOCUS_TAG	SAUSA300_RS06150	SAUSA300_RS06150	0
1159	COG24_FUNCTION	COG1161	Ribosome biogenesis GTPase RbgA (RbgA) (PDB:6G14)	2.16e-209
1159	COG24_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1159	KOfam	K14540	ribosome biogenesis GTPase A	3e-118
1159	KEGG_BRITE	ko03009	Ribosome biogenesis>>>Prokaryotic type>>>GTPases	0.0
1159	Pfam	PF02421.25	Ferrous iron transport protein B	1.6e-11
1159	Pfam	PF01926.30	50S ribosome-binding GTPase	3e-22
1159	Pfam	PF03193.23	RsgA GTPase	1e-08
1160	prodigal	WP_000176394.1	ribonuclease HII	0
1160	GENBANK_LOCUS_TAG	SAUSA300_RS06155	SAUSA300_RS06155	0
1160	COG24_FUNCTION	COG0164	Ribonuclease HII (RnhB) (PDB:1EKE)	6.31e-178
1160	COG24_CATEGORY	L	Replication, recombination and repair	0
1160	KOfam	K03470	ribonuclease HII [EC:3.1.26.4]	2.3e-82
1160	KEGG_BRITE	ko00001!!!ko01000!!!ko03032!!!ko03032	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03030 DNA replication [PATH:ko03030]!!!Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.26  Endoribonucleases producing 5'-phosphomonoesters>>>3.1.26.4  ribonuclease H!!!DNA replication proteins>>>Prokaryotic type>>>DNA Replication Elongation Factors>>>Elongation factors (bacterial)>>>RNase H!!!DNA replication proteins>>>Prokaryotic type>>>DNA Replication Elongation Factors>>>Elongation factors (archaeal)>>>RNase H	0.0
1160	Pfam	PF01351.26	Ribonuclease HII	8.1e-34
1160	Pfam	PF27457.1	Ribonuclease HII N-terminal domain	5.2e-15
1161	prodigal	WP_001020801.1	ADP-forming succinate--CoA ligase subunit beta (sucC)	0
1161	GENBANK_LOCUS_TAG	SAUSA300_RS06160	SAUSA300_RS06160	0
1161	COG24_FUNCTION	COG0045	Succinyl-CoA synthetase, beta subunit (SucC) (PDB:1SCU)	1.26e-269
1161	COG24_CATEGORY	C	Energy production and conversion	0
1161	COG24_PATHWAY	COG0045	TCA cycle	1.26e-269
1161	KOfam	K01903	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	9e-177
1161	KEGG_Module	M00009!!!M00011!!!M00173!!!M00374!!!M00620!!!M00614	Citrate cycle (TCA cycle, Krebs cycle)!!!Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate!!!Reductive citrate cycle (Arnon-Buchanan cycle)!!!Dicarboxylate-hydroxybutyrate cycle!!!Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate!!!Anoxygenic photosynthesis in green sulfur bacteria	0.0
1161	KEGG_Class	M00009!!!M00011!!!M00173!!!M00374!!!M00620!!!M00614	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Energy metabolism; Carbon fixation!!!Pathway modules; Energy metabolism; Carbon fixation!!!Pathway modules; Energy metabolism; Carbon fixation!!!Signature modules; Module set; Metabolic capacity	0.0
1161	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00020 Citrate cycle (TCA cycle) [PATH:ko00020]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00640 Propanoate metabolism [PATH:ko00640]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00660 C5-Branched dibasic acid metabolism [PATH:ko00660]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00720 Other carbon fixation pathways [PATH:ko00720]!!!Enzymes>>>6. Ligases>>>6.2  Forming carbon-sulfur bonds>>>6.2.1  Acid-thiol ligases>>>6.2.1.5  succinate---CoA ligase (ADP-forming)	0.0
1161	Pfam	PF08442.16	ATP-grasp domain	1.3e-83
1161	Pfam	PF13549.12	ATP-grasp domain	1.5e-08
1161	Pfam	PF00549.25	CoA-ligase	3.3e-33
1162	prodigal	WP_000110253.1	succinate--CoA ligase subunit alpha (sucD)	0
1162	GENBANK_LOCUS_TAG	SAUSA300_RS06165	SAUSA300_RS06165	0
1162	COG24_FUNCTION	COG0074	Succinyl-CoA synthetase, alpha subunit (SucD) (PDB:1CQI)	2.63e-214
1162	COG24_CATEGORY	C	Energy production and conversion	0
1162	COG24_PATHWAY	COG0074	TCA cycle	2.63e-214
1162	KOfam	K01902	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	8.2e-164
1162	KEGG_Module	M00009!!!M00011!!!M00173!!!M00374!!!M00620!!!M00614	Citrate cycle (TCA cycle, Krebs cycle)!!!Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate!!!Reductive citrate cycle (Arnon-Buchanan cycle)!!!Dicarboxylate-hydroxybutyrate cycle!!!Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate!!!Anoxygenic photosynthesis in green sulfur bacteria	0.0
1162	KEGG_Class	M00009!!!M00011!!!M00173!!!M00374!!!M00620!!!M00614	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Energy metabolism; Carbon fixation!!!Pathway modules; Energy metabolism; Carbon fixation!!!Pathway modules; Energy metabolism; Carbon fixation!!!Signature modules; Module set; Metabolic capacity	0.0
1162	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00020 Citrate cycle (TCA cycle) [PATH:ko00020]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00640 Propanoate metabolism [PATH:ko00640]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00660 C5-Branched dibasic acid metabolism [PATH:ko00660]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00720 Other carbon fixation pathways [PATH:ko00720]!!!Enzymes>>>6. Ligases>>>6.2  Forming carbon-sulfur bonds>>>6.2.1  Acid-thiol ligases>>>6.2.1.5  succinate---CoA ligase (ADP-forming)	0.0
