Geneid,start,end,strand,seqname,source,feature,score,ID,Parent,Dbxref,Name,Ontology_term,gbkey,gene,go_function,go_process,inference,product,protein_id,transl_table,go_component,Note,partial,pseudo,start_range,end_range,exception
SAUSA300_RS08000,1619364,1620347,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001096642.1,gene-SAUSA300_RS08000,GenBank:WP_001096642.1,WP_001096642.1,GO:0016491,CDS,NA,oxidoreductase activity|0016491||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500127.1,alpha-ketoacid dehydrogenase subunit beta,WP_001096642.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08005,1620347,1621339,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000568353.1,gene-SAUSA300_RS08005,GenBank:WP_000568353.1,WP_000568353.1,GO:0016624!!!GO:0030976,CDS,NA,oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C disulfide as acceptor|0016624||IEA!!!thiamine pyrophosphate binding|0030976||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500128.1,thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha,WP_000568353.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08010,1621355,1622776,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001291535.1,gene-SAUSA300_RS08010,GenBank:WP_001291535.1,WP_001291535.1,GO:0004148!!!GO:0050660,CDS,lpdA,dihydrolipoyl dehydrogenase activity|0004148||IEA!!!flavin adenine dinucleotide binding|0050660||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500129.1,dihydrolipoyl dehydrogenase,WP_001291535.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08015,1622927,1624606,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000942211.1,gene-SAUSA300_RS08015,GenBank:WP_000942211.1,WP_000942211.1,GO:0006281!!!GO:0006310!!!GO:0005524,CDS,recN,ATP binding|0005524||IEA,DNA repair|0006281||IEA!!!DNA recombination|0006310||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500130.1,DNA repair protein RecN,WP_000942211.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08020,1624622,1625074,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001124985.1,gene-SAUSA300_RS08020,GenBank:WP_001124985.1,WP_001124985.1,GO:0006355!!!GO:0003700!!!GO:0034618,CDS,ahrC,DNA-binding transcription factor activity|0003700||IEA!!!arginine binding|0034618||IEA,regulation of DNA-templated transcription|0006355||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500131.1,transcriptional regulator AhrC/ArgR,WP_001124985.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08025,1625506,1626387,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000183378.1,gene-SAUSA300_RS08025,GenBank:WP_000183378.1,WP_000183378.1,GO:0008299!!!GO:0004659!!!GO:0046872,CDS,NA,prenyltransferase activity|0004659||IEA!!!metal ion binding|0046872||IEA,isoprenoid biosynthetic process|0008299||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500132.1,polyprenyl synthetase family protein,WP_000183378.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08030,1626365,1626595,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000159865.1,gene-SAUSA300_RS08030,GenBank:WP_000159865.1,WP_000159865.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500133.1,exodeoxyribonuclease VII small subunit,WP_000159865.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08035,1626588,1627925,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001286928.1,gene-SAUSA300_RS08035,GenBank:WP_001286928.1,WP_001286928.1,GO:0006308!!!GO:0008855!!!GO:0009318,CDS,xseA,exodeoxyribonuclease VII activity|0008855||IEA,DNA catabolic process|0006308||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500134.1,exodeoxyribonuclease VII large subunit,WP_001286928.1,11,exodeoxyribonuclease VII complex|0009318||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08040,1627942,1628331,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000087388.1,gene-SAUSA300_RS08040,GenBank:WP_000087388.1,WP_000087388.1,GO:0006353,CDS,nusB,NA,DNA-templated transcription termination|0006353||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500135.1,transcription antitermination factor NusB,WP_000087388.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08045,1628391,1628753,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000241588.1,gene-SAUSA300_RS08045,GenBank:WP_000241588.1,WP_000241588.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500136.1,Asp23/Gls24 family envelope stress response protein,WP_000241588.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08050,1628768,1630123,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000756612.1,gene-SAUSA300_RS08050,GenBank:WP_000756612.1,WP_000756612.1,GO:0004075!!!GO:0016874!!!GO:0009317,CDS,accC,biotin carboxylase activity|0004075||IEA!!!ligase activity|0016874||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500137.1,acetyl-CoA carboxylase biotin carboxylase subunit,WP_000756612.1,11,acetyl-CoA carboxylase complex|0009317||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08055,1630123,1630587,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001009516.1,gene-SAUSA300_RS08055,GenBank:WP_001009516.1,WP_001009516.1,GO:0006633!!!GO:0003989!!!GO:0009317,CDS,accB,acetyl-CoA carboxylase activity|0003989||IEA,fatty acid biosynthetic process|0006633||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500138.1,acetyl-CoA carboxylase biotin carboxyl carrier protein,WP_001009516.1,11,acetyl-CoA carboxylase complex|0009317||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08060,1630942,1631478,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_077442703.1,gene-SAUSA300_RS08060,GenBank:WP_077442703.1,WP_077442703.1,GO:0004803,CDS,NA,transposase activity|0004803||IEA,NA,COORDINATES: protein motif:HMM:NF033563.0,IS30 family transposase,WP_077442703.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08065,1631459,1631962,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000746375.1,gene-SAUSA300_RS08065,GenBank:WP_000746375.1,WP_000746375.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000746375.1,transposase,WP_000746375.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08070,1632071,1632427,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001255379.1,gene-SAUSA300_RS08070,GenBank:WP_001255379.1,WP_001255379.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_001255381.1,cystatin-like fold lipoprotein,WP_001255379.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08075,1632483,1633073,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000810443.1,gene-SAUSA300_RS08075,GenBank:WP_000810443.1,WP_000810443.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000810447.1,hypothetical protein,WP_000810443.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08080,1633080,1634126,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000247465.1,gene-SAUSA300_RS08080,GenBank:WP_000247465.1,WP_000247465.1,GO:0004040!!!GO:0042834,CDS,NA,amidase activity|0004040||IEA!!!peptidoglycan binding|0042834||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000247473.1,CHAP domain-containing protein,WP_000247465.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08085,1634116,1635963,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000681154.1,gene-SAUSA300_RS08085,GenBank:WP_000681154.1,WP_000681154.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000681156.1,CD3337/EF1877 family mobilome membrane protein,WP_000681154.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08090,1635968,1637326,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001251211.1,gene-SAUSA300_RS08090,GenBank:WP_001251211.1,WP_001251211.1,GO:0000166!!!GO:0003677!!!GO:0005524,CDS,NA,nucleotide binding|0000166||IEA!!!DNA binding|0003677||IEA!!!ATP binding|0005524||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_001251209.1,FtsK/SpoIIIE domain-containing protein,WP_001251211.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08095,1637380,1639875,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001049264.1,gene-SAUSA300_RS08095,GenBank:WP_001049264.1,WP_001049264.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_001049261.1,ATP-binding protein,WP_001049264.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08100,1639910,1640293,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000358144.1,gene-SAUSA300_RS08100,GenBank:WP_000358144.1,WP_000358144.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_015581841.1,TcpE family conjugal transfer membrane protein,WP_000358144.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08105,1640305,1640565,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000015639.1,gene-SAUSA300_RS08105,GenBank:WP_000015639.1,WP_000015639.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000015642.1,TcpD family membrane protein,WP_000015639.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08110,1640570,1641625,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000692003.1,gene-SAUSA300_RS08110,GenBank:WP_000692003.1,WP_000692003.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000691999.1,conjugal transfer protein,WP_000692003.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08115,1641686,1642777,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000172939.1,gene-SAUSA300_RS08115,GenBank:WP_000172939.1,WP_000172939.1,GO:0006270!!!GO:0003677!!!GO:0003916,CDS,NA,DNA binding|0003677||IEA!!!DNA topoisomerase activity|0003916||IEA,DNA replication initiation|0006270||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_000172946.1,replication initiation factor domain-containing protein,WP_000172939.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08120,1642952,1643254,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000386891.1,gene-SAUSA300_RS08120,GenBank:WP_000386891.1,WP_000386891.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000386891.1,hypothetical protein,WP_000386891.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08125,1643268,1643588,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000805733.1,gene-SAUSA300_RS08125,GenBank:WP_000805733.1,WP_000805733.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000805733.1,DUF961 family protein,WP_000805733.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08130,1643739,1644023,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000134545.1,gene-SAUSA300_RS08130,GenBank:WP_000134545.1,WP_000134545.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_001581821.1,hypothetical protein,WP_000134545.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08135,1644418,1644975,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000626504.1,gene-SAUSA300_RS08135,GenBank:WP_000626504.1,WP_000626504.1,GO:0006414!!!GO:0003746!!!GO:0005737,CDS,efp,translation elongation factor activity|0003746||IEA,translational elongation|0006414||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_000626504.1,elongation factor P,WP_000626504.1,11,cytoplasm|0005737||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08140,1645001,1646062,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000087107.1,gene-SAUSA300_RS08140,GenBank:WP_000087107.1,WP_000087107.1,GO:0006508!!!GO:0004177!!!GO:0008233!!!GO:0016787!!!GO:0046872!!!GO:0070006,CDS,NA,aminopeptidase activity|0004177||IEA!!!peptidase activity|0008233||IEA!!!hydrolase activity|0016787||IEA!!!metal ion binding|0046872||IEA!!!metalloaminopeptidase activity|0070006||IEA,proteolysis|0006508||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500140.1,M24 family metallopeptidase,WP_000087107.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08145,1646167,1646748,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000737686.1,gene-SAUSA300_RS08145,GenBank:WP_000737686.1,WP_000737686.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500141.1,hypothetical protein,WP_000737686.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08150,1646762,1646980,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001244298.1,gene-SAUSA300_RS08150,GenBank:WP_001244298.1,WP_001244298.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500142.1,SA1362 family protein,WP_001244298.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08155,1647044,1647874,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000141108.1,gene-SAUSA300_RS08155,GenBank:WP_000141108.1,WP_000141108.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500143.1,lipoate--protein ligase family protein,WP_000141108.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08160,1648032,1648418,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001276571.1,gene-SAUSA300_RS08160,GenBank:WP_001276571.1,WP_001276571.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500144.1,rhodanese-like domain-containing protein,WP_001276571.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08165,1648783,1650255,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000202189.1,gene-SAUSA300_RS08165,GenBank:WP_000202189.1,WP_000202189.1,GO:0006546!!!GO:0004375,CDS,gcvPB,glycine dehydrogenase (decarboxylating) activity|0004375||IEA,glycine catabolic process|0006546||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500145.1,aminomethyl-transferring glycine dehydrogenase subunit GcvPB,WP_000202189.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08170,1650248,1651594,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000019687.1,gene-SAUSA300_RS08170,GenBank:WP_000019687.1,WP_000019687.1,GO:0006546!!!GO:0004375,CDS,gcvPA,glycine dehydrogenase (decarboxylating) activity|0004375||IEA,glycine catabolic process|0006546||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500146.1,aminomethyl-transferring glycine dehydrogenase subunit GcvPA,WP_000019687.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08175,1651614,1652705,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000093349.1,gene-SAUSA300_RS08175,GenBank:WP_000093349.1,WP_000093349.1,GO:0019464!!!GO:0004047!!!GO:0005737,CDS,gcvT,aminomethyltransferase activity|0004047||IEA,glycine decarboxylation via glycine cleavage system|0019464||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500147.1,glycine cleavage system aminomethyltransferase GcvT,WP_000093349.1,11,cytoplasm|0005737||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08180,1652864,1653388,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001015117.1,gene-SAUSA300_RS08180,GenBank:WP_001015117.1,WP_001015117.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500148.1,shikimate kinase,WP_001015117.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08185,1653378,1653524,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001789879.1,gene-SAUSA300_RS08185,GenBank:WP_001789879.1,WP_001789879.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500149.1,hypothetical protein,WP_001789879.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08190,1653621,1654118,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001789864.1,gene-SAUSA300_RS08190,GenBank:WP_001789864.1,WP_001789864.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500150.2,competence type IV pilus minor pilin ComGF,WP_001789864.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08195,1654036,1654335,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000844413.1,gene-SAUSA300_RS08195,GenBank:WP_000844413.1,WP_000844413.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000844410.1,hypothetical protein,WP_000844413.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08200,1654322,1654768,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001791635.1,gene-SAUSA300_RS08200,GenBank:WP_001791635.1,WP_001791635.1,NA,CDS,comGD,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500152.1,competence type IV pilus minor pilin ComGD,WP_001791635.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08205,1654746,1655057,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000472256.1,gene-SAUSA300_RS08205,GenBank:WP_000472256.1,WP_000472256.1,GO:0030420,CDS,comGC,NA,establishment of competence for transformation|0030420||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500153.1,competence type IV pilus major pilin ComGC,WP_000472256.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08210,1655071,1656141,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000775708.1,gene-SAUSA300_RS08210,GenBank:WP_000775708.1,WP_000775708.1,NA,CDS,comGB,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000776424.1,competence type IV pilus assembly protein ComGB,WP_000775708.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08215,1656113,1657087,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000697228.1,gene-SAUSA300_RS08215,GenBank:WP_000697228.1,WP_000697228.1,NA,CDS,comGA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500155.1,competence type IV pilus ATPase ComGA,WP_000697228.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08220,1657139,1657762,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001223008.1,gene-SAUSA300_RS08220,GenBank:WP_001223008.1,WP_001223008.1,GO:0016787,CDS,NA,hydrolase activity|0016787||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500156.1,MBL fold metallo-hydrolase,WP_001223008.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08225,1657759,1658088,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001018871.1,gene-SAUSA300_RS08225,GenBank:WP_001018871.1,WP_001018871.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500157.1,MTH1187 family thiamine-binding protein,WP_001018871.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08230,1658088,1659074,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000161314.1,gene-SAUSA300_RS08230,GenBank:WP_000161314.1,WP_000161314.1,GO:0006096!!!GO:0051156!!!GO:0004340!!!GO:0005737,CDS,NA,glucokinase activity|0004340||IEA,glycolytic process|0006096||IEA!!!glucose 6-phosphate metabolic process|0051156||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500158.1,ROK family glucokinase,WP_000161314.1,11,cytoplasm|0005737||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08235,1659071,1659274,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000087561.1,gene-SAUSA300_RS08235,GenBank:WP_000087561.1,WP_000087561.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500159.1,YqgQ family protein,WP_000087561.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08240,1659255,1660718,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001017867.1,gene-SAUSA300_RS08240,GenBank:WP_001017867.1,WP_001017867.1,GO:0004252!!!GO:0016020,CDS,NA,serine-type endopeptidase activity|0004252||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_001652331.1,rhomboid family protein,WP_001017867.1,11,membrane|0016020||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08245,1660730,1661269,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000164545.1,gene-SAUSA300_RS08245,GenBank:WP_000164545.1,WP_000164545.1,GO:0006730!!!GO:0030272,CDS,NA,5-formyltetrahydrofolate cyclo-ligase activity|0030272||IEA,one-carbon metabolic process|0006730||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500162.1,5-formyltetrahydrofolate cyclo-ligase,WP_000164545.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08250,1661478,1661627,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001265709.1,gene-SAUSA300_RS08250,GenBank:WP_001265709.1,WP_001265709.1,GO:0006412!!!GO:0003735!!!GO:0005840,CDS,rpmG,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_001265708.1,50S ribosomal protein L33,WP_001265709.1,11,ribosome|0005840||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08255,1661740,1663815,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000919754.1,gene-SAUSA300_RS08255,GenBank:WP_000919754.1,WP_000919754.1,GO:0009252!!!GO:0051301!!!GO:0071555!!!GO:0008658!!!GO:0008955!!!GO:0009002!!!GO:0016787!!!GO:0005886!!!GO:0016020,CDS,NA,penicillin binding|0008658||IEA!!!peptidoglycan glycosyltransferase activity|0008955||IEA!!!serine-type D-Ala-D-Ala carboxypeptidase activity|0009002||IEA!!!hydrolase activity|0016787||IEA,peptidoglycan biosynthetic process|0009252||IEA!!!cell division|0051301||IEA!!!cell wall organization|0071555||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500164.1,peptidoglycan D%2CD-transpeptidase FtsI family protein,WP_000919754.1,11,plasma membrane|0005886||IEA!!!membrane|0016020||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08260,1663936,1664535,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000863556.1,gene-SAUSA300_RS08260,GenBank:WP_000863556.1,WP_000863556.1,GO:0006801!!!GO:0004784!!!GO:0046872,CDS,NA,superoxide dismutase activity|0004784||IEA!!!metal ion binding|0046872||IEA,superoxide metabolic process|0006801||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500165.1,superoxide dismutase,WP_000863556.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08265,1664812,1665222,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001095260.1,gene-SAUSA300_RS08265,GenBank:WP_001095260.1,WP_001095260.1,GO:0006355!!!GO:0003677!!!GO:0003700!!!GO:0046872,CDS,NA,DNA binding|0003677||IEA!!!DNA-binding transcription factor activity|0003700||IEA!!!metal ion binding|0046872||IEA,regulation of DNA-templated transcription|0006355||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500166.1,Fur family transcriptional regulator,WP_001095260.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08270,1665209,1666072,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000564316.1,gene-SAUSA300_RS08270,GenBank:WP_000564316.1,WP_000564316.1,GO:0055085!!!GO:0042626!!!GO:0140359!!!GO:0016020,CDS,NA,ATPase-coupled transmembrane transporter activity|0042626||IEA!!!ABC-type transporter activity|0140359||IEA,transmembrane transport|0055085||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500167.1,metal ABC transporter permease,WP_000564316.1,11,membrane|0016020||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08275,1666114,1666899,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001213908.1,gene-SAUSA300_RS08275,GenBank:WP_001213908.1,WP_001213908.1,GO:0005524!!!GO:0016887!!!GO:0042626!!!GO:0140359,CDS,NA,ATP binding|0005524||IEA!!!ATP hydrolysis activity|0016887||IEA!!!ATPase-coupled transmembrane transporter activity|0042626||IEA!!!ABC-type transporter activity|0140359||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500168.1,metal ABC transporter ATP-binding protein,WP_001213908.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08280,1667025,1667915,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000924214.1,gene-SAUSA300_RS08280,GenBank:WP_000924214.1,WP_000924214.1,GO:0006281!!!GO:0003677!!!GO:0008270,CDS,NA,DNA binding|0003677||IEA!!!zinc ion binding|0008270||IEA,DNA repair|0006281||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_500169.1,deoxyribonuclease IV,WP_000924214.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08285,1667925,1669271,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001062180.1,gene-SAUSA300_RS08285,GenBank:WP_001062180.1,WP_001062180.1,GO:0003676!!!GO:0005524!!!GO:0016887,CDS,NA,nucleic acid binding|0003676||IEA!!!ATP binding|0005524||IEA!!!ATP hydrolysis activity|0016887||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500170.1,DEAD/DEAH box helicase,WP_001062180.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08290,1669385,1670485,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000683931.1,gene-SAUSA300_RS08290,GenBank:WP_000683931.1,WP_000683931.1,GO:0051540!!!GO:0005737,CDS,NA,metal cluster binding|0051540||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500171.1,Nif3-like dinuclear metal center hexameric protein,WP_000683931.1,11,cytoplasm|0005737||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08295,1670488,1671165,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000624584.1,gene-SAUSA300_RS08295,GenBank:WP_000624584.1,WP_000624584.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_500172.1,tRNA (adenine(22)-N(1))-methyltransferase TrmK,WP_000624584.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS08300,1671296,1672402,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001283055.1,gene-SAUSA300_RS08300,GenBank:WP_001283055.1,WP_001283055.1,GO:0006355!!!GO:0003677!!!GO:0016987,CDS,rpoD,DNA binding|0003677||IEA!!!sigma factor activity|0016987||IEA,regulation of DNA-templated transcription|0006355||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_011275651.1,RNA polymerase sigma factor RpoD,WP_001283055.1,11,NA,NA,NA,NA,NA,NA,NA
